Week_In_Year,Pier,avg_occ,avg_headroom,util_pct,rag_2025,util_pct_mod,util_pct_strong,rag_mod,rag_strong
1.0,Pier 1,4.8578947368421055,12.142105263157896,28.575851393188856,Green,30.0046439628483,31.433436532507745,Green,Green
1.0,Pier 2,4.021428571428571,12.978571428571428,23.655462184873947,Green,24.838235294117645,26.021008403361343,Green,Green
1.0,Pier 3,3.7913043478260873,13.208695652173914,22.301790281329925,Green,23.416879795396422,24.53196930946292,Green,Green
1.0,Pier 4,6.0346153846153845,10.965384615384616,35.497737556561084,Green,37.27262443438914,39.047511312217196,Green,Green
1.0,Pier E,6.1866666666666665,10.813333333333333,36.3921568627451,Green,38.21176470588235,40.03137254901961,Green,Amber
1.0,Remote North,1.6523809523809525,15.347619047619048,9.719887955182074,Green,10.205882352941178,10.691876750700281,Green,Green
1.0,Remote South,1.0833333333333333,15.916666666666666,6.372549019607843,Green,6.6911764705882355,7.009803921568627,Green,Green
2.0,Pier 1,5.0,12.0,29.411764705882355,Green,30.882352941176475,32.352941176470594,Green,Green
2.0,Pier 2,4.142857142857143,12.857142857142858,24.369747899159666,Green,25.588235294117652,26.806722689075634,Green,Green
2.0,Pier 3,3.8043478260869565,13.195652173913043,22.37851662404092,Green,23.497442455242968,24.616368286445013,Green,Green
2.0,Pier 4,6.1461538461538465,10.853846153846153,36.15384615384616,Green,37.96153846153847,39.76923076923078,Green,Green
2.0,Pier E,6.3133333333333335,10.686666666666667,37.13725490196079,Green,38.99411764705883,40.85098039215687,Green,Amber
2.0,Remote North,1.7047619047619047,15.295238095238094,10.028011204481793,Green,10.529411764705882,11.030812324929974,Green,Green
2.0,Remote South,1.075,15.924999999999999,6.323529411764706,Green,6.639705882352941,6.955882352941177,Green,Green
3.0,Pier 1,5.042105263157895,11.957894736842105,29.659442724458206,Green,31.142414860681118,32.62538699690403,Green,Green
3.0,Pier 2,4.142857142857143,12.857142857142858,24.369747899159666,Green,25.588235294117652,26.806722689075634,Green,Green
3.0,Pier 3,3.860869565217391,13.139130434782608,22.71099744245524,Green,23.846547314578004,24.982097186700766,Green,Green
3.0,Pier 4,6.157692307692307,10.842307692307692,36.22171945701357,Green,38.03280542986425,39.84389140271493,Green,Green
3.0,Pier E,6.3933333333333335,10.606666666666666,37.6078431372549,Green,39.48823529411765,41.3686274509804,Green,Amber
3.0,Remote North,1.7619047619047619,15.238095238095237,10.364145658263304,Green,10.88235294117647,11.400560224089636,Green,Green
3.0,Remote South,1.1083333333333334,15.891666666666667,6.519607843137256,Green,6.845588235294119,7.171568627450982,Green,Green
4.0,Pier 1,5.063157894736842,11.936842105263159,29.78328173374613,Green,31.272445820433436,32.76160990712074,Green,Green
4.0,Pier 2,4.235714285714286,12.764285714285714,24.915966386554622,Green,26.161764705882355,27.407563025210088,Green,Green
4.0,Pier 3,3.8434782608695657,13.156521739130437,22.608695652173914,Green,23.73913043478261,24.869565217391308,Green,Green
4.0,Pier 4,6.292307692307692,10.707692307692307,37.01357466063349,Green,38.864253393665166,40.71493212669684,Green,Amber
4.0,Pier E,6.4,10.6,37.64705882352941,Green,39.529411764705884,41.411764705882355,Green,Amber
4.0,Remote North,1.7619047619047619,15.238095238095237,10.364145658263304,Green,10.88235294117647,11.400560224089636,Green,Green
4.0,Remote South,1.1333333333333335,15.866666666666667,6.666666666666668,Green,7.000000000000002,7.333333333333335,Green,Green
5.0,Pier 1,5.189473684210526,11.810526315789474,30.526315789473685,Green,32.05263157894737,33.578947368421055,Green,Green
5.0,Pier 2,4.485714285714286,12.514285714285714,26.38655462184874,Green,27.70588235294118,29.025210084033617,Green,Green
5.0,Pier 3,3.9695652173913043,13.030434782608696,23.350383631713555,Green,24.517902813299234,25.685421994884912,Green,Green
5.0,Pier 4,6.43076923076923,10.569230769230769,37.828054298642535,Green,39.71945701357466,41.61085972850679,Green,Amber
5.0,Pier E,6.793333333333334,10.206666666666667,39.9607843137255,Green,41.958823529411774,43.95686274509805,Amber,Amber
5.0,Remote North,1.8190476190476192,15.180952380952382,10.700280112044819,Green,11.23529411764706,11.770308123249302,Green,Green
5.0,Remote South,1.1833333333333333,15.816666666666668,6.96078431372549,Green,7.308823529411765,7.6568627450980395,Green,Green
6.0,Pier 1,5.378947368421053,11.621052631578948,31.640866873065015,Green,33.22291021671827,34.804953560371516,Green,Green
6.0,Pier 2,4.55,12.450000000000001,26.764705882352942,Green,28.10294117647059,29.44117647058824,Green,Green
